client_id,name,email,signup_date,segment,country,age
C100834,Inès Dubois,user834@example.com,27/05/2024,basic,FR,42.0
C100857,Léa Martin,user857@example.com,04/02/2023,basic,FR,33.0
C100797,Inès Robert,user797@example.com,2023-10-03,basic,FR,42.0
C100829,Léa Leroy,user829@example.com,2023/01/18,plus,FR,50.0
C100757,Nina Bernard,user757@example.com,18/08/2023,basic,FR,68.0
C101008,Camille Richard,user1008@example.com,2024-03-16,basic,FR,65.0
C100426,Noah Leroy,user426@example.com,2024/06/02,basic,FR,23.0
C100275,Emma Bernard,user275@example.com,17/10/2023,basic,FR,48.0
C100093,Jules Dubois,user93@example.com,21/08/2023,basic,FR,26.0
C100909,Yanis Moreau,user909@example.com,2023/02/25,basic,FR,84.0
C100281,Jules Martin,user281@example.com,2023/10/19,basic,FR,
C101093,Alex Martin,user1093@example.com,2023-08-24,basic,FR,22.0
C101098,Hugo Martin,user1098@example.com,25/01/2023,basic,FR,33.0
C100500,Hugo Martin,user500@example.com,32/13/2025,premium,FR,51.0
C100862,Jules Martin,user862@example.com,14/03/2023,basic,FR,55.0
C101101,Yanis Thomas,user1101@example.com,2023-10-09,plus,FR,43.0
C100004,Emma Leroy,user4@example.com,17/09/2023,basic,FR,66.0
C101158,Alex Martin,user1158@example.com,2023/08/19,premium,FR,29.0
C101027,Hugo Dubois,user1027@example.com,2023/06/18,basic,FR,34.0
C100327,Omar Petit,user327@example.com,2023/01/23,basic,FR,
C101140,Sarah Richard,user1140@example.com,2024/06/12,basic,FR,56.0
C100153,Alex Richard,user153@example.com,2023/06/26,basic,FR,17.0
C100433,Inès Robert,user433@example.com,2023/03/20,plus,FR,69.0
C100693,Jules Dubois,user693@example.com,2024-07-21,basic,FR,
C100789,Nina Petit,user789@example.com,2023-01-08,basic,FR,64.0
C100384,Noah Dubois,user384@example.com,2023/01/20,plus,FR,57.0
C100181,Nina Bernard,user181@example.com,2023-04-02,basic,FR,79.0
C100942,Yanis Moreau,user942@example.com,02/07/2024,plus,FR,59.0
C101064,Léa Petit,user1064@example.com,2024/03/27,plus,FR,71.0
C100961,Nina Thomas,user961@example.com,2023/09/03,basic,FR,33.0
C100037,Emma Robert,user37@example.com,2024/05/11,basic,FR,35.0
C100401,Sarah Richard,user401@example.com,2024-04-11,,FR,
C100151,Alex Moreau,user151@example.com,18/06/2023,plus,FR,66.0
C100323,Noah Martin,user323@example.com,2024-07-03,plus,FR,38.0
C100084,Léa Martin,user84@example.com,2024/01/13,premium,FR,48.0
C100441,Emma Durand,,2023-06-30,basic,FR,80.0
C100859,Emma Thomas,user859@example.com,2024-04-25,basic,FR,59.0
C100509,Emma Bernard,user509@example.com,22/05/2023,basic,FR,
C100635,Jules Leroy,user635@example.com,2024-02-16,basic,FR,20.0
C100475,Noah Durand,user475@example.com,2024-04-15,premium,FR,
C101192,Omar Leroy,user1192@example.com,2023-04-13,basic,FR,69.0
C101069,Emma Leroy,user1069@example.com,2023/01/07,premium,FR,83.0
C100108,Hugo Thomas,user108@example.com,2023-10-10,basic,FR,75.0
C100623,Hugo Richard,user623@example.com,2023-09-08,plus,FR,82.0
C100924,Camille Robert,,32/13/2025,basic,FR,55.0
C100447,Sarah Durand,user447@example.com,2024/07/27,plus,FR,75.0
C100630,Alex Moreau,user630@example.com,18/03/2024,basic,FR,
C100988,Nina Robert,user988@example.com,28/05/2023,basic,FR,40.0
C101011,Hugo Petit,user1011@example.com,24/04/2024,basic,FR,57.0
C100852,Sarah Bernard,user852@example.com,2024/07/31,basic,FR,77.0
C100608,Hugo Robert,user608@example.com,2024-08-03,basic,FR,-5.0
C100806,Léa Leroy,,2023/11/23,basic,FR,33.0
C101028,Emma Durand,user1028@example.com,06/12/2023,basic,FR,40.0
C101132,Inès Moreau,user1132@example.com,21/04/2024,plus,FR,39.0
C100660,Camille Dubois,user660@example.com,17/04/2023,,FR,
C100913,Yanis Thomas,user913@example.com,2024/08/11,plus,FR,84.0
C100495,Hugo Robert,user495@example.com,05/09/2023,basic,FR,52.0
C100163,Hugo Thomas,user163@example.com,2023-09-01,basic,FR,32.0
C100599,Yanis Moreau,user599@example.com,2024-01-21,,FR,24.0
C100916,Sarah Petit,,2023-11-22,,FR,37.0
C100178,Camille Leroy,user178@example.com,24/06/2024,plus,FR,17.0
C100851,Alex Richard,user851@example.com,2024-04-25,basic,FR,69.0
C100952,Emma Moreau,user952@example.com,2024-01-04,plus,FR,23.0
C100253,Hugo Richard,user253@example.com,2023-07-17,premium,FR,71.0
C101163,Hugo Leroy,user1163@example.com,15/11/2023,premium,FR,51.0
C100718,Nina Moreau,user718@example.com,22/05/2023,plus,FR,39.0
C100448,Camille Bernard,user448@example.com,2023/11/09,premium,FR,61.0
C100767,Alex Dubois,user767@example.com,15/10/2023,plus,FR,72.0
C100438,Alex Martin,user438@example.com,18/02/2023,basic,FR,53.0
C100842,Nina Richard,user842@example.com,2024-06-29,plus,FR,53.0
C100087,Camille Richard,user87@example.com,2023/07/07,basic,FR,17.0
C100139,Inès Dubois,user139@example.com,2023/09/20,basic,FR,60.0
C100611,Yanis Robert,user611@example.com,2023/10/05,basic,FR,
C100526,Jules Robert,user526@example.com,2024-07-08,basic,FR,76.0
C100524,Alex Thomas,user524@example.com,2023-07-11,basic,FR,39.0
C100470,Alex Petit,user470@example.com,18/03/2024,basic,FR,45.0
C100940,Yanis Dubois,user940@example.com,19/02/2024,premium,FR,76.0
C101094,Camille Martin,user1094@example.com,2023-07-17,basic,FR,25.0
C100172,Omar Dubois,,2024/04/07,basic,FR,25.0
C100288,Inès Dubois,user288@example.com,22/11/2023,,FR,75.0
C100591,Nina Petit,user591@example.com,25/06/2024,basic,FR,30.0
C100699,Hugo Richard,user699@example.com,27/02/2023,basic,FR,
C100007,Alex Bernard,user7@example.com,2024/02/23,basic,FR,60.0
C100232,Omar Richard,user232@example.com,32/13/2025,basic,FR,81.0
C100637,Léa Robert,user637@example.com,28/06/2023,basic,FR,79.0
C100848,Léa Bernard,user848@example.com,2024-05-06,basic,FR,57.0
C100342,Jules Durand,user342@example.com,2024-01-09,basic,FR,79.0
C100296,Jules Durand,user296@example.com,24/05/2024,premium,FR,22.0
C100200,Alex Richard,user200@example.com,2023-08-08,basic,FR,45.0
C101105,Jules Durand,user1105@example.com,19/04/2023,basic,FR,37.0
C101195,Noah Dubois,user1195@example.com,2024/01/16,premium,FR,80.0
C100099,Noah Thomas,user99@example.com,2023/03/25,basic,FR,70.0
C100683,Emma Moreau,user683@example.com,29/07/2024,plus,FR,40.0
C100906,Jules Durand,user906@example.com,2023-09-04,plus,FR,36.0
C100869,Léa Moreau,user869@example.com,2023/01/25,,FR,72.0
C101085,Hugo Leroy,user1085@example.com,2024/05/18,basic,FR,73.0
C100973,Nina Bernard,user973@example.com,12/10/2023,basic,FR,53.0
C100759,Inès Petit,user759@example.com,2024-03-13,plus,FR,79.0
C100336,Yanis Dubois,user336@example.com,2024/07/31,plus,FR,43.0
C100179,Inès Leroy,user179@example.com,2023/10/28,basic,FR,46.0
C101080,Sarah Bernard,user1080@example.com,2024-07-06,,FR,57.0
C100042,Omar Robert,,2024-02-25,basic,FR,
C100698,Nina Thomas,user698@example.com,31/01/2023,basic,FR,48.0
C100504,Hugo Petit,user504@example.com,2023/06/14,basic,FR,32.0
C100379,Emma Richard,user379@example.com,2023-06-07,premium,FR,80.0
C100737,Nina Dubois,user737@example.com,20/07/2023,plus,FR,44.0
C100118,Hugo Durand,user118@example.com,2023/05/28,plus,FR,83.0
C100773,Inès Petit,user773@example.com,06/03/2024,basic,FR,68.0
C100695,Jules Bernard,user695@example.com,2023-06-02,basic,FR,16.0
C101050,Léa Leroy,user1050@example.com,2023/11/01,basic,FR,28.0
C101156,Hugo Leroy,user1156@example.com,14/03/2023,basic,FR,18.0
C100134,Yanis Thomas,user134@example.com,2024-04-21,premium,FR,39.0
C100485,Hugo Moreau,user485@example.com,2023/05/20,basic,FR,42.0
C101009,Emma Robert,user1009@example.com,2023/11/09,basic,FR,37.0
C100052,Jules Robert,user52@example.com,2023/08/07,basic,FR,46.0
C100360,Hugo Thomas,user360@example.com,2024-05-22,premium,FR,81.0
C100259,Noah Robert,user259@example.com,2023-12-19,basic,FR,34.0
C100646,Alex Robert,user646@example.com,2023-10-04,basic,FR,50.0
C100661,Alex Martin,user661@example.com,2024-03-16,,FR,66.0
C100329,Hugo Thomas,user329@example.com,2023-11-29,basic,FR,37.0
C100297,Emma Leroy,user297@example.com,2023-09-21,plus,FR,71.0
C100534,Inès Bernard,user534@example.com,2023/12/13,premium,FR,37.0
C100022,Sarah Martin,user22@example.com,20/04/2023,premium,FR,69.0
C100815,Sarah Bernard,user815@example.com,2024-05-17,basic,FR,42.0
C100994,Alex Richard,user994@example.com,2023/11/14,plus,FR,27.0
C100282,Alex Thomas,user282@example.com,2024/02/07,,FR,35.0
C101108,Nina Moreau,,2024/07/18,plus,FR,48.0
C100586,Yanis Dubois,user586@example.com,2024/02/18,basic,FR,36.0
C101157,Omar Leroy,user1157@example.com,2024-05-25,basic,FR,18.0
C101193,Hugo Durand,user1193@example.com,26/02/2024,basic,FR,
C101160,Noah Richard,user1160@example.com,2023-12-16,plus,FR,38.0
C100812,Nina Moreau,user812@example.com,15/02/2024,basic,FR,63.0
C100467,Jules Thomas,user467@example.com,2023-12-24,,FR,73.0
C100066,Omar Petit,,2024-06-27,basic,FR,
C100451,Emma Martin,user451@example.com,08/07/2024,basic,FR,75.0
C101153,Nina Richard,,2024/06/29,basic,FR,56.0
C100592,Jules Thomas,user592@example.com,24/05/2023,basic,FR,44.0
C101178,Sarah Moreau,user1178@example.com,2023/06/05,basic,FR,67.0
C100723,Omar Moreau,user723@example.com,13/03/2023,basic,FR,28.0
C100143,Jules Petit,user143@example.com,03/09/2023,plus,FR,29.0
C100430,Sarah Moreau,user430@example.com,2023/02/20,basic,FR,
C100814,Omar Petit,user814@example.com,11/04/2024,basic,FR,64.0
C100184,Yanis Leroy,user184@example.com,25/10/2023,premium,FR,57.0
C100728,Emma Leroy,,2023/10/20,basic,FR,59.0
C100754,Jules Durand,user754@example.com,2023/11/30,premium,FR,37.0
C100762,Alex Moreau,user762@example.com,23/07/2024,plus,FR,
C100478,Emma Thomas,user478@example.com,2024/02/03,premium,FR,17.0
C100532,Alex Leroy,user532@example.com,2023-04-04,plus,FR,56.0
C100409,Inès Durand,user409@example.com,2023-01-09,basic,FR,42.0
C100701,Sarah Martin,user701@example.com,2024-01-05,basic,FR,84.0
C100480,Léa Thomas,user480@example.com,2023-06-22,plus,FR,59.0
C100120,Omar Thomas,user120@example.com,21/09/2023,basic,FR,51.0
C100089,Alex Thomas,user89@example.com,14/05/2024,plus,FR,70.0
C100925,Camille Dubois,user925@example.com,21/07/2024,basic,FR,
C100934,Omar Bernard,user934@example.com,32/13/2025,basic,FR,28.0
C100107,Léa Thomas,user107@example.com,2024-02-03,,FR,64.0
C100472,Yanis Robert,user472@example.com,17/09/2023,plus,FR,17.0
C100971,Nina Robert,user971@example.com,2023-09-09,basic,FR,69.0
C100266,Léa Martin,,2023-09-26,basic,FR,24.0
C100999,Jules Durand,user999@example.com,2023/11/04,plus,FR,22.0
C100787,Sarah Thomas,user787@example.com,16/02/2024,plus,FR,43.0
C100249,Alex Leroy,user249@example.com,2023/01/25,basic,FR,78.0
C100891,Léa Richard,,01/03/2024,premium,FR,34.0
C100995,Sarah Bernard,user995@example.com,11/01/2024,plus,FR,27.0
C100420,Nina Richard,user420@example.com,2024-07-10,basic,FR,35.0
C100140,Omar Durand,user140@example.com,2024-08-12,basic,FR,37.0
C100616,Hugo Robert,user616@example.com,2023-05-30,plus,FR,27.0
C100466,Sarah Bernard,user466@example.com,10/04/2023,plus,FR,63.0
C100462,Sarah Moreau,user462@example.com,25/03/2024,plus,FR,0.0
C100477,Sarah Moreau,user477@example.com,2023-01-11,basic,FR,-5.0
C100105,Camille Richard,user105@example.com,2024-04-17,,FR,55.0
C100606,Jules Bernard,user606@example.com,2023-07-13,basic,FR,47.0
C100150,Sarah Thomas,user150@example.com,2024/05/28,plus,FR,32.0
C101026,Hugo Martin,user1026@example.com,2023/02/16,plus,FR,0.0
C100403,Noah Robert,user403@example.com,06/08/2024,plus,FR,80.0
C100302,Yanis Dubois,user302@example.com,2023-01-06,basic,FR,78.0
C100679,Alex Petit,user679@example.com,2024-07-15,plus,FR,39.0
C100124,Omar Durand,user124@example.com,2024/05/28,basic,FR,38.0
C100833,Jules Robert,user833@example.com,2023/03/27,basic,FR,
C100348,Sarah Petit,user348@example.com,2023-04-19,basic,FR,28.0
C100368,Hugo Petit,user368@example.com,14/01/2023,basic,FR,57.0
C100141,Yanis Thomas,user141@example.com,2023-05-09,plus,FR,25.0
C100739,Camille Bernard,user739@example.com,2024-06-23,basic,FR,72.0
C100021,Nina Moreau,user21@example.com,11/08/2023,basic,FR,21.0
C100847,Alex Richard,,31/01/2023,basic,FR,31.0
C100653,Yanis Martin,user653@example.com,2024-04-27,plus,FR,78.0
C100650,Hugo Petit,user650@example.com,32/13/2025,basic,FR,73.0
C100049,Hugo Richard,user49@example.com,12/04/2024,premium,FR,67.0
C100600,Jules Thomas,user600@example.com,2024-01-05,plus,FR,76.0
C101149,Sarah Moreau,user1149@example.com,2024/05/26,basic,FR,57.0
C101013,Nina Durand,user1013@example.com,2023-07-08,basic,FR,61.0
C100615,Hugo Richard,user615@example.com,2024-01-19,basic,FR,69.0
C100840,Emma Moreau,user840@example.com,2023/06/23,basic,FR,
C100562,Noah Durand,user562@example.com,2023-10-23,basic,FR,56.0
C100720,Jules Robert,user720@example.com,2023-03-25,basic,FR,50.0
C101111,Noah Richard,user1111@example.com,2023-05-20,basic,FR,
C101141,Omar Richard,,23/07/2023,basic,FR,59.0
C101091,Noah Moreau,user1091@example.com,2023-09-26,plus,FR,33.0
C100580,Léa Martin,user580@example.com,2023-02-25,basic,FR,52.0
C101033,Omar Richard,user1033@example.com,2023/07/08,premium,FR,59.0
C100026,Léa Robert,user26@example.com,2023/08/30,basic,FR,35.0
C101001,Nina Leroy,user1001@example.com,18/03/2024,premium,FR,
C101072,Jules Dubois,user1072@example.com,2024-03-29,plus,FR,21.0
C100963,Jules Bernard,,2023/05/11,basic,FR,19.0
C100734,Noah Bernard,user734@example.com,2023-05-05,,FR,53.0
C100077,Léa Dubois,user77@example.com,17/05/2023,,FR,26.0
C100747,Omar Richard,user747@example.com,2023-07-08,premium,FR,44.0
C100385,Omar Dubois,user385@example.com,15/03/2023,premium,FR,71.0
C100813,Omar Moreau,user813@example.com,2023/06/20,basic,FR,68.0
C100927,Léa Dubois,user927@example.com,2023-06-30,basic,FR,17.0
C101148,Yanis Leroy,user1148@example.com,2024-02-18,basic,FR,69.0
C100494,Omar Richard,user494@example.com,2023-06-23,,FR,72.0
C100785,Yanis Moreau,user785@example.com,2023/12/19,premium,FR,41.0
C100272,Yanis Thomas,user272@example.com,2023/04/01,basic,FR,56.0
C100587,Noah Robert,user587@example.com,2023/03/01,plus,FR,17.0
C100240,Sarah Martin,user240@example.com,2023/03/26,basic,FR,56.0
C100310,Inès Robert,user310@example.com,2024/02/04,basic,FR,250.0
C100053,Jules Thomas,,08/10/2023,plus,FR,54.0
C101172,Sarah Durand,user1172@example.com,23/08/2023,basic,FR,28.0
C100394,Inès Durand,user394@example.com,32/13/2025,plus,FR,69.0
C101102,Emma Petit,user1102@example.com,05/07/2024,basic,FR,32.0
C100633,Nina Petit,user633@example.com,2023-08-16,basic,FR,63.0
C100957,Hugo Thomas,user957@example.com,2024-01-16,basic,FR,45.0
C100285,Omar Moreau,user285@example.com,16/07/2024,basic,FR,32.0
C101099,Yanis Leroy,,2023/09/18,plus,FR,16.0
C100155,Hugo Durand,user155@example.com,2024-02-02,basic,FR,69.0
C100417,Léa Leroy,user417@example.com,2023-03-15,plus,FR,64.0
C100278,Nina Bernard,user278@example.com,08/02/2023,basic,FR,63.0
C100775,Nina Dubois,user775@example.com,2024/07/24,basic,FR,16.0
C101054,Inès Bernard,user1054@example.com,2023-02-15,premium,FR,74.0
C100880,Jules Richard,user880@example.com,2023-02-21,basic,FR,60.0
C101113,Nina Leroy,user1113@example.com,2023-06-25,basic,FR,73.0
C100378,Camille Leroy,user378@example.com,16/08/2023,premium,FR,64.0
C100306,Léa Durand,user306@example.com,2023-07-01,plus,FR,38.0
C100273,Léa Durand,user273@example.com,2024-07-29,basic,FR,49.0
C100062,Camille Dubois,user62@example.com,2023-08-08,basic,FR,54.0
C100260,Léa Dubois,,21/04/2024,plus,FR,19.0
C100502,Léa Durand,user502@example.com,2024/07/31,basic,FR,68.0
C100877,Emma Petit,user877@example.com,2024/03/23,basic,FR,48.0
C100481,Emma Dubois,user481@example.com,12/05/2024,plus,FR,
C100774,Omar Durand,user774@example.com,22/05/2024,,FR,49.0
C100978,Nina Leroy,user978@example.com,2023/07/30,basic,FR,83.0
C100111,Inès Bernard,user111@example.com,2024-04-13,premium,FR,43.0
C100873,Nina Moreau,,16/03/2023,premium,FR,58.0
C101161,Yanis Leroy,user1161@example.com,27/10/2023,basic,FR,38.0
C100252,Camille Richard,,2023/04/23,premium,FR,76.0
C100454,Camille Thomas,user454@example.com,25/12/2023,premium,FR,69.0
C101007,Nina Bernard,user1007@example.com,32/13/2025,basic,FR,60.0
C100722,Léa Richard,user722@example.com,22/05/2024,basic,FR,81.0
C100907,Alex Petit,user907@example.com,14/04/2023,premium,FR,20.0
C100838,Yanis Moreau,user838@example.com,2023/01/09,plus,FR,
C100325,Yanis Martin,user325@example.com,2023/05/19,basic,FR,68.0
C100197,Sarah Martin,user197@example.com,2023/03/12,premium,FR,17.0
C101097,Hugo Petit,user1097@example.com,2024/03/29,,FR,32.0
C100068,Léa Robert,,2023-02-15,basic,FR,20.0
C100647,Léa Bernard,user647@example.com,2023/11/18,plus,FR,69.0
C101062,Camille Robert,user1062@example.com,2023/03/28,basic,FR,22.0
C100187,Alex Leroy,user187@example.com,17/08/2023,basic,FR,32.0
C100396,Emma Petit,user396@example.com,2023-01-27,basic,FR,28.0
C100690,Inès Richard,user690@example.com,20/08/2024,basic,FR,23.0
C100064,Emma Petit,user64@example.com,2023/09/04,,FR,22.0
C100330,Yanis Thomas,user330@example.com,2023-11-25,basic,FR,64.0
C100115,Emma Durand,user115@example.com,2023-12-08,plus,FR,69.0
C100769,Emma Petit,user769@example.com,14/08/2023,,FR,43.0
C100363,Hugo Moreau,user363@example.com,2024/06/20,premium,FR,55.0
C100313,Jules Dubois,user313@example.com,2023/06/18,plus,FR,17.0
C100128,Noah Richard,user128@example.com,2023/12/11,basic,FR,34.0
C100440,Noah Dubois,user440@example.com,2024-08-06,plus,FR,78.0
C100194,Inès Richard,user194@example.com,2024/07/29,plus,FR,65.0
C101133,Nina Martin,user1133@example.com,02/04/2024,basic,FR,-5.0
C100135,Camille Durand,user135@example.com,2023/07/02,premium,FR,79.0
C100941,Noah Durand,,2023/08/31,basic,FR,57.0
C100224,Sarah Dubois,user224@example.com,2024/03/08,basic,FR,78.0
C101084,Emma Robert,user1084@example.com,01/05/2023,basic,FR,42.0
C100563,Noah Petit,user563@example.com,2023-04-19,,FR,63.0
C100242,Omar Richard,user242@example.com,26/02/2023,,FR,40.0
C100075,Yanis Martin,user75@example.com,2023-10-13,basic,FR,27.0
C100783,Sarah Durand,user783@example.com,15/03/2023,basic,FR,
C101076,Sarah Dubois,user1076@example.com,2024-03-02,plus,FR,24.0
C100359,Yanis Bernard,user359@example.com,25/03/2024,premium,FR,21.0
C100841,Emma Moreau,user841@example.com,2024/01/29,plus,FR,
C100369,Omar Thomas,user369@example.com,2024-04-08,basic,FR,51.0
C100895,Yanis Thomas,user895@example.com,2024-01-02,basic,FR,68.0
C100337,Hugo Leroy,user337@example.com,2023/07/10,plus,FR,61.0
C101071,Léa Moreau,user1071@example.com,06/05/2023,,FR,24.0
C100006,Omar Martin,user6@example.com,21/02/2023,plus,FR,55.0
C101014,Alex Richard,user1014@example.com,2023-11-08,premium,FR,58.0
C100817,Nina Dubois,user817@example.com,05/03/2023,basic,FR,83.0
C100248,Alex Petit,user248@example.com,2024-04-17,plus,FR,
C100948,Camille Robert,user948@example.com,22/07/2024,plus,FR,66.0
C100702,Jules Petit,user702@example.com,2023-04-11,plus,FR,47.0
C100536,Emma Dubois,user536@example.com,01/10/2023,premium,FR,75.0
C101030,Yanis Bernard,user1030@example.com,2023/10/20,basic,FR,39.0
C100912,Inès Robert,user912@example.com,14/08/2023,basic,FR,17.0
C100318,Omar Richard,user318@example.com,17/07/2024,,FR,60.0
C100056,Noah Moreau,user56@example.com,2023/11/24,plus,FR,20.0
C100383,Emma Durand,user383@example.com,25/05/2023,basic,FR,48.0
C100555,Léa Leroy,user555@example.com,2023/10/30,plus,FR,24.0
C100357,Hugo Dubois,,2024/06/19,basic,FR,21.0
C100530,Inès Dubois,user530@example.com,2023/12/26,premium,FR,61.0
C100510,Jules Richard,user510@example.com,2024-08-19,plus,FR,31.0
C100546,Omar Richard,user546@example.com,2023-09-15,,FR,78.0
C100764,Alex Dubois,user764@example.com,32/13/2025,plus,FR,82.0
C100170,Inès Richard,user170@example.com,05/03/2023,basic,FR,29.0
C101025,Nina Petit,user1025@example.com,2023/02/03,basic,FR,31.0
C101112,Omar Dubois,user1112@example.com,26/04/2023,basic,FR,75.0
C100186,Hugo Leroy,user186@example.com,2023-04-10,plus,FR,32.0
C100010,Alex Leroy,user10@example.com,2023/11/12,plus,FR,30.0
C101103,Sarah Durand,user1103@example.com,2023/04/01,basic,FR,36.0
C100686,Jules Moreau,user686@example.com,2023/09/02,basic,FR,62.0
C101199,Léa Petit,user1199@example.com,08/01/2024,plus,FR,82.0
C100030,Alex Thomas,,28/09/2023,basic,FR,19.0
C100627,Emma Bernard,user627@example.com,2023/08/09,basic,FR,28.0
C100065,Hugo Bernard,user65@example.com,2023/07/15,plus,FR,38.0
C100189,Jules Robert,user189@example.com,2023/06/30,basic,FR,59.0
C100116,Inès Leroy,user116@example.com,23/01/2023,plus,FR,51.0
C100756,Nina Leroy,user756@example.com,2024-03-18,plus,FR,82.0
C100962,Hugo Petit,user962@example.com,19/05/2024,basic,FR,56.0
C101035,Inès Bernard,,21/03/2024,premium,FR,49.0
C100732,Nina Durand,user732@example.com,06/07/2024,plus,FR,38.0
C101024,Emma Richard,user1024@example.com,08/05/2024,premium,FR,37.0
C100700,Alex Dubois,user700@example.com,2023-11-09,,FR,47.0
C100717,Camille Bernard,user717@example.com,2023/10/23,plus,FR,24.0
C100048,Camille Thomas,user48@example.com,11/02/2024,premium,FR,21.0
C100214,Emma Thomas,user214@example.com,2024-03-18,basic,FR,140.0
C100125,Noah Martin,user125@example.com,2023/12/06,,FR,
C100046,Alex Richard,user46@example.com,2023/09/25,plus,FR,18.0
C100256,Léa Robert,user256@example.com,2024/02/11,basic,FR,
C100993,Sarah Richard,user993@example.com,2023-09-16,basic,FR,79.0
C100810,Omar Martin,user810@example.com,2023/01/27,basic,FR,18.0
C100553,Léa Durand,user553@example.com,2023/07/10,plus,FR,0.0
C100802,Noah Petit,,2023/11/06,premium,FR,53.0
C101005,Hugo Dubois,user1005@example.com,2024/07/06,plus,FR,19.0
C100938,Jules Dubois,user938@example.com,2023/10/04,plus,FR,82.0
C100016,Nina Robert,user16@example.com,2023-11-04,basic,FR,65.0
C101119,Camille Martin,user1119@example.com,2023-10-23,premium,FR,52.0
C100405,Léa Thomas,user405@example.com,2023/10/28,basic,FR,50.0
C100839,Hugo Durand,user839@example.com,2024/06/30,,FR,19.0
C100047,Omar Robert,user47@example.com,2024-06-19,,FR,69.0
C100157,Jules Martin,user157@example.com,2023/12/01,basic,FR,20.0
C100929,Inès Durand,user929@example.com,2023/12/13,basic,FR,50.0
C100805,Noah Thomas,user805@example.com,13/04/2024,premium,FR,69.0
C100777,Noah Richard,user777@example.com,2023-03-13,premium,FR,25.0
C100541,Yanis Leroy,user541@example.com,2023/02/03,,FR,58.0
C100658,Noah Robert,user658@example.com,2023/02/13,,FR,28.0
C100382,Omar Richard,user382@example.com,2024/07/22,basic,FR,59.0
C100218,Noah Dubois,user218@example.com,2023/09/26,premium,FR,75.0
C100070,Emma Bernard,user70@example.com,2024/04/22,premium,FR,73.0
C100069,Léa Martin,user69@example.com,2023/10/09,basic,FR,64.0
C100707,Hugo Bernard,user707@example.com,2023/12/10,basic,FR,26.0
C100090,Hugo Bernard,user90@example.com,2023/09/19,basic,FR,55.0
C100674,Inès Durand,user674@example.com,2024/01/09,premium,FR,84.0
C101051,Sarah Robert,user1051@example.com,07/08/2023,plus,FR,75.0
C101017,Camille Petit,user1017@example.com,2023/10/24,premium,FR,59.0
C100054,Noah Leroy,user54@example.com,2023-10-26,basic,FR,66.0
C100928,Omar Bernard,user928@example.com,09/09/2023,basic,FR,
C100457,Hugo Moreau,user457@example.com,16/01/2024,plus,FR,0.0
C100614,Inès Petit,user614@example.com,16/02/2024,plus,FR,55.0
C101127,Yanis Durand,user1127@example.com,2024-01-18,basic,FR,39.0
C100127,Alex Petit,user127@example.com,2024-04-03,plus,FR,72.0
C100668,Omar Moreau,user668@example.com,2024/07/05,basic,FR,46.0
C100109,Alex Bernard,user109@example.com,28/02/2024,premium,FR,53.0
C100484,Jules Robert,user484@example.com,2023/10/05,basic,FR,16.0
C100043,Emma Leroy,user43@example.com,01/08/2023,basic,FR,32.0
C100422,Sarah Robert,user422@example.com,04/04/2024,plus,FR,18.0
C100593,Léa Petit,user593@example.com,2024/08/10,plus,FR,78.0
C101128,Sarah Durand,user1128@example.com,2023/11/30,plus,FR,65.0
C100981,Noah Durand,user981@example.com,2024/02/26,premium,FR,49.0
C100588,Alex Martin,user588@example.com,2024-05-17,premium,FR,50.0
C100453,Hugo Robert,user453@example.com,2023/01/15,basic,FR,
C100969,Yanis Martin,user969@example.com,22/01/2023,basic,FR,62.0
C100990,Léa Durand,user990@example.com,2023-07-25,basic,FR,
C100160,Hugo Bernard,user160@example.com,2024-08-20,plus,FR,70.0
C100145,Sarah Durand,user145@example.com,2024/05/27,plus,FR,46.0
C101151,Camille Dubois,user1151@example.com,2023/10/30,premium,FR,67.0
C100474,Sarah Robert,user474@example.com,16/01/2024,,FR,37.0
C100710,Alex Leroy,user710@example.com,2024-02-12,basic,FR,140.0
C101067,Nina Bernard,user1067@example.com,2024-01-20,basic,FR,68.0
C100871,Nina Robert,user871@example.com,2023-05-02,basic,FR,58.0
C100289,Emma Martin,user289@example.com,12/10/2023,basic,FR,40.0
C100923,Camille Leroy,user923@example.com,29/03/2023,basic,FR,23.0
C100315,Noah Dubois,user315@example.com,2024-01-31,basic,FR,41.0
C100749,Noah Martin,user749@example.com,05/04/2023,premium,FR,32.0
C100800,Nina Bernard,user800@example.com,2023-01-08,plus,FR,75.0
C100468,Jules Leroy,user468@example.com,2023/04/19,basic,FR,63.0
C100098,Inès Leroy,user98@example.com,2024/01/18,plus,FR,67.0
C100226,Omar Martin,user226@example.com,2024-04-30,basic,FR,71.0
C100450,Camille Moreau,user450@example.com,2024-07-30,basic,FR,31.0
C100381,Yanis Bernard,user381@example.com,2024/07/16,basic,FR,26.0
C101198,Emma Durand,user1198@example.com,2024-04-26,basic,FR,22.0
C100461,Hugo Petit,,26/03/2023,plus,FR,40.0
C100793,Emma Robert,user793@example.com,32/13/2025,basic,FR,45.0
C101135,Yanis Moreau,user1135@example.com,2023-02-04,plus,FR,40.0
C100648,Yanis Richard,user648@example.com,2024/07/30,basic,FR,50.0
C100277,Emma Moreau,user277@example.com,14/04/2024,premium,FR,36.0
C101120,Sarah Petit,user1120@example.com,2023-01-09,basic,FR,31.0
C100321,Inès Petit,user321@example.com,2023-03-06,basic,FR,
