DateComm	DateLiv	Nom	Prénom	Ancienneté	Secteur	CodePostal	Pays	TrancheHoraire	TypeFoyer	Produit	Allégé	NomGamme	NomRayon	Prix Unitaire	Quantité	Prix de Revient
29/02/2024	02/03/2024	Thibeau	Jose	Récent	Paris 13	75013	France	Matin	Couple avec deux enfants ou plus	Zaanse koeken	0	Desserts	Plats	6.8	50	O5,24
04/03/2024	06/03/2024	Fontenot	Peter	Habitué	Paris 5	75005	France	Soirée	Couple avec deux enfants ou plus	Tourtière	0	Viandes	Plats	5.3	15	O3,91
05/07/2022	06/07/2022	Toussaint	Mary	Récent	Le Kremlin-B.	94270	France	Après-Midi	Célibataire avec deux enfants ou plus	Ravioli Angelo	0	Pâtes et céréales	Plats	11.15	15	O9,56
11/07/2022	12/07/2022	Arceneaux	Michael	Récent	Paris 13	75013	France	Après-Midi	Couple avec un enfant	Raclette Courdavault	0	Produits laitiers	Frais	31.45	30	28,01
13/09/2022	14/09/2022	Melanson	Paula	Nouveau	Paris 5	75005	France	Matin	Couple sans enfant	Perth Pasties	0	Viandes	Plats	18.7	15	16,14
11/08/2022	13/08/2022	Forest	Giovanni	Nouveau	Ivry	94200	France	Soirée	Couple sans enfant	Raclette Courdavault	0	Produits laitiers	Frais	31.45	6	28,01
31/10/2022	02/11/2022	Gallant	Art	Récent	Paris 13	75013	France	Matin	Célibataire avec deux enfants ou plus	Gnocchi di nonna Alice	0	Pâtes et céréales	Plats	21.7	12	18,86
30/11/2022	02/12/2022	Gallant	Art	Récent	Paris 13	75013	France	Matin	Célibataire avec deux enfants ou plus	Tourtière	0	Viandes	Plats	4.2	24	O3,91
02/12/2022	04/12/2022	Robichaud	Roland	Récent	Paris 14	75014	France	Matin	Célibataire avec un enfant	Louisiana Fiery Hot Pepper Sauce	0	Condiments	Fruits & Légumes	12	10	10,71
28/12/2022	31/12/2022	Robichaud	Roland	Récent	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Wimmers gute Semmelknödel	0	Pâtes et céréales	Plats	19	35	15,7
29/12/2022	31/12/2022	Gallant	Art	Récent	Paris 13	75013	France	Matin	Célibataire avec deux enfants ou plus	Gnocchi di nonna Alice	0	Pâtes et céréales	Plats	21.7	18	18,86
23/10/2024	25/10/2024	Gallant	Art	Récent	Paris 13	75013	France	Matin	Célibataire avec deux enfants ou plus	Camembert Pierrot	0	Produits laitiers	Frais	19.45	20	16,48
26/10/2024	28/10/2024	Duhon	Jonas	Récent	Ivry	94200	France	Soirée	Célibataire sans enfant	Raclette Courdavault	0	Produits laitiers	Frais	31.45	12	28,01
29/10/2024	31/10/2024	Bideau	Elizabeth	Récent	Paris 13	75013	France	Soirée	Célibataire sans enfant	Tarte au sucre	0	Desserts	Plats	28.15	20	24,73
18/11/2024	20/11/2024	Robichaud	Roland	Récent	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Vegie-spread	0	Condiments	Fruits & Légumes	25.05	65	20,37
13/12/2024	15/12/2024	Arceneaux	Michael	Habitué	Paris 13	75013	France	Soirée	Couple avec un enfant	Camembert Pierrot	0	Produits laitiers	Frais	19.45	60	16,48
16/12/2024	17/12/2024	Vilatte	Bernardo	Récent	Paris 5	75005	France	Après-Midi	Célibataire avec deux enfants ou plus	Perth Pasties	0	Viandes	Plats	18.7	15	16,14
02/01/2023	03/01/2023	Gallant	Art	Récent	Paris 13	75013	France	Matin	Célibataire avec deux enfants ou plus	Tourtière	0	Viandes	Plats	4.2	40	O3,91
17/01/2023	18/01/2023	Robichaud	Roland	Récent	Paris 14	75014	France	Matin	Célibataire avec un enfant	Louisiana Hot Spiced Okra	0	Condiments	Fruits & Légumes	9.7	60	O8,98
29/01/2023	31/01/2023	Toussaint	Mary	Récent	Le Kremlin-B.	94270	France	Soirée	Célibataire avec deux enfants ou plus	Tourtière	0	Viandes	Plats	4.2	6	O3,91
10/02/2023	11/02/2023	Roy	Pascale	Récent	Le Kremlin-B.	94270	France	Soirée	Couple sans enfant	Gnocchi di nonna Alice	0	Pâtes et céréales	Plats	21.7	15	18,86
13/02/2023	15/02/2023	Leboeuf	Maria	Récent	Ivry	94200	France	Soirée	Célibataire avec deux enfants ou plus	Scottish Longbreads	0	Desserts	Plats	7.15	21	O6,34
22/03/2023	24/03/2023	Robichaud	Felipe	Récent	Paris 14	75014	France	Après-Midi	Célibataire avec un enfant	Pâté chinois	0	Viandes	Plats	13.7	30	11,86
05/05/2023	07/05/2023	Robichaud	Roland	Habitué	Paris 14	75014	France	Matin	Célibataire avec un enfant	Louisiana Fiery Hot Pepper Sauce	0	Condiments	Fruits & Légumes	15.05	39	10,71
06/05/2023	09/05/2023	Boutin	Horst	Nouveau	Paris 5	75005	France	Après-Midi	Couple avec un enfant	Camembert Pierrot	0	Produits laitiers	Frais	24.3	84	16,48
14/05/2023	15/05/2023	Duhon	Jonas	Habitué	Ivry	94200	France	Soirée	Célibataire sans enfant	Perth Pasties	0	Viandes	Plats	23.45	5	16,14
01/06/2023	03/06/2023	Rommel	Ann	Récent	Paris 14	75014	France	Matin	Célibataire avec deux enfants ou plus	Louisiana Hot Spiced Okra	0	Condiments	Fruits & Légumes	12.15	24	O8,98
04/06/2024	06/06/2024	Bastarache	Renate	Récent	Paris 5	75005	France	Matin	Célibataire avec un enfant	Tourtière	0	Viandes	Plats	5.3	10	O3,91
08/06/2023	09/06/2023	Arceneaux	Michael	Habitué	Paris 13	75013	France	Soirée	Couple avec un enfant	Escargots de Bourgogne	0	Poissons et fruits de mer	Frais	9.45	20	O6,63
19/07/2023	21/07/2023	Lavallee	Paula	Récent	Paris 13	75013	France	Matin	Couple avec un enfant	Pâté chinois	0	Viandes	Plats	17.15	25	11,86
21/08/2023	22/08/2023	Rodrigue	Maurizio	Récent	Ivry	94200	France	Après-Midi	Célibataire avec un enfant	Filo Mix	0	Pâtes et céréales	Plats	5	4	O3,84
05/09/2023	07/09/2023	Robichau	Karl	Récent	Paris 13	75013	France	Après-Midi	Célibataire avec deux enfants ou plus	Gnocchi di nonna Alice	0	Pâtes et céréales	Plats	27.15	5	18,86
20/09/2023	21/09/2023	Damboue	Anabela	Récent	Paris 5	75005	France	Après-Midi	Célibataire avec deux enfants ou plus	Pâté chinois	0	Viandes	Plats	17.15	20	11,86
03/10/2023	05/10/2023	Benoit	Matti	Habitué	Ivry	94200	France	Après-Midi	Couple sans enfant	Pâté chinois	0	Viandes	Plats	17.15	5	11,86
30/10/2023	31/10/2023	Robichaud	Roland	Habitué	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Tarte au sucre	0	Desserts	Plats	35.2	80	24,73
04/11/2023	05/11/2023	Moyse	Pirkko	Nouveau	Ivry	94200	France	Après-Midi	Célibataire avec deux enfants ou plus	Escargots de Bourgogne	0	Poissons et fruits de mer	Frais	9.45	6	O6,63
07/12/2023	09/12/2023	Boutin	Horst	Récent	Paris 5	75005	France	Soirée	Couple avec un enfant	Camembert Pierrot	0	Produits laitiers	Frais	24.3	55	16,48
17/12/2023	18/12/2023	Dumont	Fran	Habitué	Paris 13	75013	France	Après-Midi	Couple avec un enfant	Raclette Courdavault	0	Produits laitiers	Frais	39.3	1	28,01
12/01/2024	13/01/2024	Lyonnais	Antonio	Récent	Paris 13	75013	France	Matin	Célibataire avec un enfant	Louisiana Hot Spiced Okra	0	Condiments	Fruits & Légumes	12.15	4	O8,98
15/01/2024	18/01/2024	Champagne	Henriette	Récent	Paris 5	75005	France	Matin	Célibataire sans enfant	Camembert Pierrot	0	Produits laitiers	Frais	24.3	30	16,48
28/01/2024	29/01/2024	Robichau	Karl	Récent	Paris 13	75013	France	Soirée	Célibataire avec deux enfants ou plus	Tourtière	0	Viandes	Plats	5.3	60	O3,91
30/01/2024	31/01/2024	Boutin	Horst	Récent	Paris 5	75005	France	Matin	Couple avec un enfant	Raclette Courdavault	0	Produits laitiers	Frais	39.3	25	28,01
03/02/2024	04/02/2024	Robichaud	Felipe	Récent	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Escargots de Bourgogne	0	Poissons et fruits de mer	Frais	9.45	30	O6,63
05/02/2024	06/02/2024	Robichaud	Roland	Habitué	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Louisiana Fiery Hot Pepper Sauce	0	Condiments	Fruits & Légumes	15.05	65	10,71
24/02/2024	26/02/2024	Thibeau	Jose	Récent	Paris 13	75013	France	Matin	Couple avec deux enfants ou plus	Perth Pasties	0	Viandes	Plats	23.45	120	16,14
29/02/2024	02/03/2024	Thibeau	Jose	Récent	Paris 13	75013	France	Matin	Couple avec deux enfants ou plus	Gnocchi di nonna Alice	0	Pâtes et céréales	Plats	27.15	18	18,86
29/02/2024	02/03/2024	Thibeau	Jose	Récent	Paris 13	75013	France	Matin	Couple avec deux enfants ou plus	Escargots de Bourgogne	0	Poissons et fruits de mer	Frais	9.45	12	O6,63
05/07/2022	06/07/2022	Toussaint	Mary	Récent	Le Kremlin-B.	94270	France	Après-Midi	Célibataire avec deux enfants ou plus	Louisiana Fiery Hot Pepper Sauce	0	Condiments	Fruits & Légumes	12	20	10,71
18/09/2022	19/09/2022	Forest	Giovanni	Récent	Ivry	94200	France	Soirée	Couple sans enfant	Louisiana Hot Spiced Okra	0	Condiments	Fruits & Légumes	9.7	30	O8,98
18/09/2022	19/09/2022	Forest	Giovanni	Récent	Ivry	94200	France	Soirée	Couple sans enfant	Scottish Longbreads	0	Desserts	Plats	7.15	20	O6,34
28/09/2022	30/09/2022	Dumont	Fran	Récent	Paris 13	75013	France	Soirée	Couple avec un enfant	Tarte au sucre	0	Desserts	Plats	28.15	10	24,73
28/09/2022	30/09/2022	Dumont	Fran	Récent	Paris 13	75013	France	Soirée	Couple avec un enfant	Scottish Longbreads	0	Desserts	Plats	7.15	3	O6,34
08/11/2022	11/11/2022	Toussaint	Mary	Récent	Le Kremlin-B.	94270	France	Soirée	Célibataire avec deux enfants ou plus	Scottish Longbreads	0	Desserts	Plats	7.15	10	O6,34
14/10/2024	15/10/2024	Vilatte	Bernardo	Récent	Paris 5	75005	France	Matin	Célibataire avec deux enfants ou plus	Vegie-spread	0	Condiments	Fruits & Légumes	25.05	16	20,37
14/10/2024	15/10/2024	Vilatte	Bernardo	Récent	Paris 5	75005	France	Matin	Célibataire avec deux enfants ou plus	Louisiana Fiery Hot Pepper Sauce	0	Condiments	Fruits & Légumes	12	20	10,71
23/10/2024	25/10/2024	Gallant	Art	Récent	Paris 13	75013	France	Matin	Célibataire avec deux enfants ou plus	Scottish Longbreads	0	Desserts	Plats	7.15	8	O6,34
07/03/2023	09/03/2023	Roy	Pascale	Récent	Le Kremlin-B.	94270	France	Après-Midi	Couple sans enfant	Louisiana Hot Spiced Okra	0	Condiments	Fruits & Légumes	9.7	60	O8,98
13/06/2024	14/06/2024	Boutin	Horst	Récent	Paris 5	75005	France	Soirée	Couple avec un enfant	Scottish Longbreads	0	Desserts	Plats	8.95	35	O6,34
19/06/2024	20/06/2024	Dumont	Fran	Habitué	Paris 13	75013	France	Matin	Couple avec un enfant	Laughing Lumberjack Lager	0	Sirops	Boissons	10	7	O8,8
22/06/2023	23/06/2023	Toussaint	Mary	Récent	Le Kremlin-B.	94270	France	Après-Midi	Célibataire avec deux enfants ou plus	Tarte au sucre	0	Desserts	Plats	35.2	40	24,73
08/07/2023	10/07/2023	Bastarache	Renate	Récent	Paris 5	75005	France	Soirée	Célibataire avec un enfant	Wimmers gute Semmelknödel	0	Pâtes et céréales	Plats	23.75	30	15,7
16/07/2023	17/07/2023	Rodrigue	Maurizio	Récent	Ivry	94200	France	Matin	Célibataire avec un enfant	Tarte au sucre	0	Desserts	Plats	35.2	10	24,73
03/08/2023	04/08/2023	Robichaud	Helvetius	Habitué	Paris 13	75013	France	Matin	Célibataire sans enfant	Tarte au sucre	0	Desserts	Plats	35.2	10	24,73
03/08/2023	04/08/2023	Robichaud	Helvetius	Habitué	Paris 13	75013	France	Matin	Célibataire sans enfant	Wimmers gute Semmelknödel	0	Pâtes et céréales	Plats	23.75	6	15,7
20/09/2023	21/09/2023	Damboue	Anabela	Récent	Paris 5	75005	France	Après-Midi	Célibataire avec deux enfants ou plus	Tarte au sucre	0	Desserts	Plats	35.2	10	24,73
24/10/2023	25/10/2023	Bergeron	José	Récent	Paris 13	75013	France	Soirée	Célibataire avec un enfant	Wimmers gute Semmelknödel	0	Pâtes et céréales	Plats	23.75	9	15,7
07/11/2023	09/11/2023	Robichaud	Felipe	Récent	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Louisiana Fiery Hot Pepper Sauce	0	Condiments	Fruits & Légumes	15.05	21	10,71
13/12/2023	15/12/2023	Dumont	Fran	Habitué	Paris 13	75013	France	Matin	Couple avec un enfant	Scottish Longbreads	0	Desserts	Plats	8.95	10	O6,34
16/12/2023	18/12/2023	Lapierre	Lino	Récent	Paris 5	75005	France	Matin	Couple avec un enfant	Louisiana Fiery Hot Pepper Sauce	0	Condiments	Fruits & Légumes	15.05	15	10,71
19/12/2023	21/12/2023	Arceneaux	Michael	Habitué	Paris 13	75013	France	Après-Midi	Couple avec un enfant	Louisiana Fiery Hot Pepper Sauce	0	Condiments	Fruits & Légumes	15.05	10	10,71
25/01/2024	28/01/2024	Boutin	Horst	Récent	Paris 5	75005	France	Matin	Couple avec un enfant	Tarte au sucre	0	Desserts	Plats	35.2	48	24,73
08/02/2024	09/02/2024	Thibeau	Jose	Récent	Paris 13	75013	France	Soirée	Couple avec deux enfants ou plus	Scottish Longbreads	0	Desserts	Plats	8.95	40	O6,34
06/03/2024	07/03/2024	Simon	Philip	Habitué	Paris 5	75005	France	Soirée	Couple sans enfant	Tarte au sucre	0	Desserts	Plats	35.2	20	24,73
12/03/2024	13/03/2024	Thibeau	Jose	Récent	Paris 13	75013	France	Matin	Couple avec deux enfants ou plus	Scottish Longbreads	0	Desserts	Plats	8.95	45	O6,34
23/08/2022	25/08/2022	Robichaud	Roland	Récent	Paris 14	75014	France	Après-Midi	Célibataire avec un enfant	Longlife Tofu	0	Produits secs	Fruits & Légumes	5.7	36	O5,09
10/11/2022	12/11/2022	Belanger	Helen	Récent	Paris 14	75014	France	Après-Midi	Célibataire avec deux enfants ou plus	Outback Lager	0	Alcools	Boissons	8.55	30	O7,54
15/08/2022	16/08/2022	Belanger	Helen	Récent	Paris 14	75014	France	Après-Midi	Célibataire avec deux enfants ou plus	Lakkalikööri	0	Alcools	Boissons	10.3	6	O9,02
25/11/2022	26/11/2022	Simon	Philip	Nouveau	Paris 5	75005	France	Soirée	Couple sans enfant	Mozzarella di Giovanni	0	Produits laitiers	Frais	19.85	40	17,09
13/10/2024	14/10/2024	Leboeuf	Maria	Récent	Ivry	94200	France	Matin	Célibataire avec deux enfants ou plus	Fløtemysost	1	Produits laitiers	Frais	12.3	6	10,59
19/10/2024	20/10/2024	Robichaud	Roland	Récent	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Longlife Tofu	0	Produits secs	Fruits & Légumes	5.7	50	O5,09
29/10/2024	31/10/2024	Bideau	Elizabeth	Récent	Paris 13	75013	France	Soirée	Célibataire sans enfant	Outback Lager	0	Alcools	Boissons	8.55	30	O7,54
31/10/2024	03/11/2024	Robichaud	Roland	Récent	Paris 14	75014	France	Matin	Célibataire avec un enfant	Mozzarella di Giovanni	0	Produits laitiers	Frais	19.85	24	17,09
05/01/2023	08/01/2023	Leboeuf	Maria	Récent	Ivry	94200	France	Matin	Célibataire avec deux enfants ou plus	Lakkalikööri	0	Alcools	Boissons	10.3	18	O9,02
13/02/2023	15/02/2023	Leboeuf	Maria	Récent	Ivry	94200	France	Soirée	Célibataire avec deux enfants ou plus	Rhönbräu Klosterbier	0	Alcools	Boissons	4.45	4	O3,98
04/03/2023	05/03/2023	Belanger	Helen	Récent	Paris 14	75014	France	Soirée	Célibataire avec deux enfants ou plus	Fløtemysost	1	Produits laitiers	Frais	12.3	12	10,59
22/03/2023	24/03/2023	Robichaud	Felipe	Récent	Paris 14	75014	France	Après-Midi	Célibataire avec un enfant	Outback Lager	0	Alcools	Boissons	8.55	60	O7,54
09/04/2023	12/04/2023	Bastarache	Renate	Récent	Paris 5	75005	France	Soirée	Célibataire avec un enfant	Mozzarella di Giovanni	0	Produits laitiers	Frais	19.85	25	17,09
23/04/2023	24/04/2023	Simon	Philip	Récent	Paris 5	75005	France	Après-Midi	Couple sans enfant	Outback Lager	0	Alcools	Boissons	10.7	14	O7,54
05/05/2023	07/05/2023	Robichaud	Roland	Habitué	Paris 14	75014	France	Matin	Célibataire avec un enfant	Rhönbräu Klosterbier	0	Alcools	Boissons	5.55	50	O3,98
02/06/2023	04/06/2023	Leboeuf	Maria	Récent	Ivry	94200	France	Soirée	Célibataire avec deux enfants ou plus	Mozzarella di Giovanni	0	Produits laitiers	Frais	24.85	24	17,09
02/06/2023	04/06/2023	Leboeuf	Maria	Récent	Ivry	94200	France	Soirée	Célibataire avec deux enfants ou plus	Röd Kaviar	0	Poissons et fruits de mer	Frais	10.7	24	O7,28
08/07/2023	10/07/2023	Bastarache	Renate	Récent	Paris 5	75005	France	Soirée	Célibataire avec un enfant	Rhönbräu Klosterbier	0	Alcools	Boissons	5.55	20	O3,98
31/08/2023	01/09/2023	Bastarache	Renate	Récent	Paris 5	75005	France	Soirée	Célibataire avec un enfant	Gudbrandsdalsost	0	Produits laitiers	Frais	25.7	20	17,6
31/08/2023	01/09/2023	Bastarache	Renate	Récent	Paris 5	75005	France	Soirée	Célibataire avec un enfant	Lakkalikööri	0	Alcools	Boissons	12.85	4	O9,02
03/09/2023	06/09/2023	Robichaud	Roland	Habitué	Paris 14	75014	France	Après-Midi	Célibataire avec un enfant	Gudbrandsdalsost	0	Produits laitiers	Frais	25.7	65	17,6
05/09/2023	07/09/2023	Robichau	Karl	Récent	Paris 13	75013	France	Après-Midi	Célibataire avec deux enfants ou plus	Vegie-spread	0	Condiments	Fruits & Légumes	31.35	24	20,37
17/09/2023	19/09/2023	Lapierre	Lino	Récent	Paris 5	75005	France	Matin	Couple avec un enfant	Lakkalikööri	0	Alcools	Boissons	12.85	10	O9,02
12/10/2023	13/10/2023	Belanger	Helen	Habitué	Paris 14	75014	France	Matin	Célibataire avec deux enfants ou plus	Outback Lager	0	Alcools	Boissons	10.7	20	O7,54
12/10/2023	13/10/2023	Belanger	Helen	Habitué	Paris 14	75014	France	Matin	Célibataire avec deux enfants ou plus	Fløtemysost	1	Produits laitiers	Frais	15.35	15	10,59
20/10/2023	21/10/2023	Thibeau	Christina	Récent	Ivry	94200	France	Après-Midi	Couple sans enfant	Fløtemysost	1	Produits laitiers	Frais	15.35	20	10,59
26/10/2023	27/10/2023	Simon	Philip	Récent	Paris 5	75005	France	Soirée	Couple sans enfant	Lakkalikööri	0	Alcools	Boissons	12.85	35	O9,02
07/11/2023	09/11/2023	Robichaud	Felipe	Récent	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Mozzarella di Giovanni	0	Produits laitiers	Frais	24.85	60	17,09
17/12/2023	18/12/2023	Dumont	Fran	Habitué	Paris 13	75013	France	Après-Midi	Couple avec un enfant	Lakkalikööri	0	Alcools	Boissons	12.85	10	O9,02
20/12/2023	22/12/2023	Robichaud	Roland	Habitué	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Gudbrandsdalsost	0	Produits laitiers	Frais	25.7	45	17,6
20/12/2023	22/12/2023	Robichaud	Roland	Habitué	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Fløtemysost	1	Produits laitiers	Frais	15.35	14	10,59
28/12/2023	30/12/2023	Thibeau	Christina	Récent	Ivry	94200	France	Matin	Couple sans enfant	Fløtemysost	1	Produits laitiers	Frais	15.35	12	10,59
12/01/2024	13/01/2024	Lyonnais	Antonio	Récent	Paris 13	75013	France	Matin	Célibataire avec un enfant	Rhönbräu Klosterbier	0	Alcools	Boissons	5.55	30	O3,98
24/01/2024	25/01/2024	Gautreaux	Mario	Habitué	Paris 5	75005	France	Soirée	Couple avec deux enfants ou plus	Original Frankfurter grüne Soße	0	Condiments	Fruits & Légumes	9.3	30	O6,79
03/02/2024	04/02/2024	Robichaud	Felipe	Récent	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Outback Lager	0	Alcools	Boissons	10.7	30	O7,54
05/02/2024	06/02/2024	Robichaud	Roland	Habitué	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Outback Lager	0	Alcools	Boissons	10.7	8	O7,54
09/02/2024	11/02/2024	Rimbaut	Patricia	Nouveau	Ivry	94200	France	Matin	Couple avec deux enfants ou plus	Fløtemysost	1	Produits laitiers	Frais	15.35	20	10,59
09/02/2024	11/02/2024	Rimbaut	Patricia	Nouveau	Ivry	94200	France	Matin	Couple avec deux enfants ou plus	Lakkalikööri	0	Alcools	Boissons	12.85	35	O9,02
11/02/2024	13/02/2024	Blondin	Maria	Habitué	Paris 5	75005	France	Matin	Couple avec deux enfants ou plus	Lakkalikööri	0	Alcools	Boissons	12.85	15	O9,02
12/02/2024	14/02/2024	Leboeuf	Maria	Habitué	Ivry	94200	France	Soirée	Célibataire avec deux enfants ou plus	Röd Kaviar	0	Poissons et fruits de mer	Frais	10.7	35	O7,28
18/02/2024	19/02/2024	Duhon	Thomas	Récent	Paris 14	75014	France	Soirée	Couple avec deux enfants ou plus	Outback Lager	0	Alcools	Boissons	10.7	28	O7,54
01/03/2024	02/03/2024	Babineau	Laurence	Habitué	Le Kremlin-B.	94270	France	Après-Midi	Couple avec deux enfants ou plus	Fløtemysost	1	Produits laitiers	Frais	15.35	30	10,59
04/03/2024	06/03/2024	Fontenot	Peter	Habitué	Paris 5	75005	France	Soirée	Couple avec deux enfants ou plus	Gudbrandsdalsost	0	Produits laitiers	Frais	25.7	25	17,6
09/03/2024	11/03/2024	Vilatte	Bernardo	Habitué	Paris 5	75005	France	Soirée	Célibataire avec deux enfants ou plus	Fløtemysost	1	Produits laitiers	Frais	15.35	8	10,59
20/11/2022	22/11/2022	Fontenot	Peter	Récent	Paris 5	75005	France	Soirée	Couple avec deux enfants ou plus	Chang	0	Sirops	Boissons	10.85	24	O9,83
26/07/2023	27/07/2023	Lavallee	Paula	Récent	Paris 13	75013	France	Soirée	Couple avec un enfant	Lakkalikööri	0	Alcools	Boissons	12.85	30	O9,02
07/08/2023	08/08/2023	Robichaud	Helvetius	Habitué	Paris 13	75013	France	Soirée	Célibataire sans enfant	Rhönbräu Klosterbier	0	Alcools	Boissons	5.55	20	O3,98
03/09/2023	06/09/2023	Robichaud	Roland	Habitué	Paris 14	75014	France	Après-Midi	Célibataire avec un enfant	Coca Zéro	1	Sodas	Boissons	20.35	120	17,77
05/09/2023	07/09/2023	Robichau	Karl	Récent	Paris 13	75013	France	Après-Midi	Célibataire avec deux enfants ou plus	Rhönbräu Klosterbier	0	Alcools	Boissons	5.55	30	O3,98
08/09/2023	10/09/2023	Lavallee	Paula	Récent	Paris 13	75013	France	Soirée	Couple avec un enfant	Fløtemysost	1	Produits laitiers	Frais	15.35	9	10,59
24/09/2023	25/09/2023	David	Janine	Habitué	Le Kremlin-B.	94270	France	Soirée	Couple avec deux enfants ou plus	Chai	0	Sirops	Boissons	12.85	3	O8,72
28/12/2023	30/12/2023	Thibeau	Christina	Récent	Ivry	94200	France	Matin	Couple sans enfant	Coca Light	1	Sodas	Boissons	188.2	15	116,15
28/01/2024	29/01/2024	Robichau	Karl	Récent	Paris 13	75013	France	Soirée	Célibataire avec deux enfants ou plus	Gudbrandsdalsost	0	Produits laitiers	Frais	25.7	30	17,6
28/01/2024	29/01/2024	Robichau	Karl	Récent	Paris 13	75013	France	Soirée	Célibataire avec deux enfants ou plus	Röd Kaviar	0	Poissons et fruits de mer	Frais	10.7	15	O7,28
30/01/2024	31/01/2024	Boutin	Horst	Récent	Paris 5	75005	France	Matin	Couple avec un enfant	Outback Lager	0	Alcools	Boissons	10.7	50	O7,54
08/02/2024	09/02/2024	Thibeau	Jose	Récent	Paris 13	75013	France	Soirée	Couple avec deux enfants ou plus	Fløtemysost	1	Produits laitiers	Frais	15.35	60	10,59
12/03/2024	13/03/2024	Thibeau	Jose	Récent	Paris 13	75013	France	Matin	Couple avec deux enfants ou plus	Rhönbräu Klosterbier	0	Alcools	Boissons	5.55	42	O3,98
19/08/2024	20/08/2024	Belanger	Helen	Habitué	Paris 14	75014	France	Soirée	Célibataire avec deux enfants ou plus	Chang	0	Sirops	Boissons	13.55	10	O9,83
29/09/2024	01/10/2024	Lyonnais	Antonio	Récent	Paris 13	75013	France	Après-Midi	Célibataire avec un enfant	Chang	0	Sirops	Boissons	13.55	20	O9,83
20/12/2024	21/12/2024	Bergeron	José	Récent	Paris 13	75013	France	Matin	Célibataire avec un enfant	Chai	0	Sirops	Boissons	12.85	10	O8,72
31/12/2024	01/01/2025	Bideau	Elizabeth	Habitué	Paris 13	75013	France	Soirée	Célibataire sans enfant	Chai	0	Sirops	Boissons	12.85	60	O8,72
13/09/2022	14/09/2022	Melanson	Paula	Nouveau	Paris 5	75005	France	Matin	Couple sans enfant	Original Frankfurter grüne Soße	0	Condiments	Fruits & Légumes	7.45	12	O6,79
31/10/2022	02/11/2022	Gallant	Art	Récent	Paris 13	75013	France	Matin	Célibataire avec deux enfants ou plus	Coca Light	1	Sodas	Boissons	150.55	20	116,15
16/12/2024	17/12/2024	Vilatte	Bernardo	Récent	Paris 5	75005	France	Après-Midi	Célibataire avec deux enfants ou plus	Original Frankfurter grüne Soße	0	Condiments	Fruits & Légumes	7.45	10	O6,79
11/02/2023	12/02/2023	Toussaint	Mary	Récent	Le Kremlin-B.	94270	France	Soirée	Célibataire avec deux enfants ou plus	Fjörd 0%	1	Produits laitiers	Frais	17.15	16	15,23
10/03/2023	11/03/2023	Eschete	Isabel	Récent	Paris 5	75005	France	Soirée	Couple avec deux enfants ou plus	Chai	0	Sirops	Boissons	10.3	15	O8,72
09/04/2023	12/04/2023	Bastarache	Renate	Récent	Paris 5	75005	France	Soirée	Célibataire avec un enfant	Original Frankfurter grüne Soße	0	Condiments	Fruits & Légumes	7.45	25	O6,79
30/04/2023	02/05/2023	Babineau	Laurence	Récent	Le Kremlin-B.	94270	France	Matin	Couple avec deux enfants ou plus	Chef Anton's Cajun Seasoning	0	Condiments	Fruits & Légumes	15.7	50	11,92
30/04/2023	02/05/2023	Babineau	Laurence	Récent	Le Kremlin-B.	94270	France	Matin	Couple avec deux enfants ou plus	Northwoods Cranberry Sauce	0	Condiments	Fruits & Légumes	28.55	10	24,38
13/06/2024	14/06/2024	Boutin	Horst	Récent	Paris 5	75005	France	Soirée	Couple avec un enfant	Coca Light	1	Sodas	Boissons	188.2	30	116,15
22/06/2023	23/06/2023	Toussaint	Mary	Récent	Le Kremlin-B.	94270	France	Après-Midi	Célibataire avec deux enfants ou plus	Fjörd 0%	1	Produits laitiers	Frais	21.45	10	15,23
07/08/2023	08/08/2023	Robichaud	Helvetius	Habitué	Paris 13	75013	France	Soirée	Célibataire sans enfant	Original Frankfurter grüne Soße	0	Condiments	Fruits & Légumes	9.3	18	O6,79
22/08/2023	24/08/2023	Vilatte	Bernardo	Habitué	Paris 5	75005	France	Soirée	Célibataire avec deux enfants ou plus	Original Frankfurter grüne Soße	0	Condiments	Fruits & Légumes	9.3	20	O6,79
07/12/2023	09/12/2023	Boutin	Horst	Récent	Paris 5	75005	France	Soirée	Couple avec un enfant	Original Frankfurter grüne Soße	0	Condiments	Fruits & Légumes	9.3	70	O6,79
30/01/2024	31/01/2024	Boutin	Horst	Récent	Paris 5	75005	France	Matin	Couple avec un enfant	Fjörd 0%	1	Produits laitiers	Frais	21.45	90	15,23
22/03/2024	24/03/2024	Robichaud	Felipe	Récent	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Chai	0	Sirops	Boissons	12.85	50	O8,72
