customer_id,Full Name,email,SignupDate,city,segment,age,marketing_optin,country
C100495,Hugo Robert,user495@example.com,05/09/2023,Nantes,basic,67,1,FR
C100215,Emma Bernard,user215@example.com,2023/06/13,Bordeaux,plus,75,1,FR
C100741,Omar Bernard,user741@example.com,2024-04-02,Marseille,basic,26,0,FR
C100072,Sarah Richard,user72@example.com,2023/10/05,Strasbourg,basic,19,1,FR
C100985,Alex Robert,user985@example.com,27/01/2024,Marseille,basic,55,0,FR
C100840,Emma Moreau,user840@example.com,2023/06/23,Marseille,basic,64,1,FR
C100002,Inès Thomas,user2@example.com,28/01/2024,Strasbourg,plus,30,0,FR
C101163,Hugo Leroy,user1163@example.com,15/11/2023,Paris,premium,33,1,FR
C100479,Omar Bernard,user479@example.com,2023-03-07,Toulouse,basic,28,1,FR
C100241,Camille Moreau,user241@example.com,2023/12/17,Toulouse,basic,26,1,FR
C100951,Inès Petit,user951@example.com,2023/07/02,Marseille,basic,29,1,FR
C100988,Nina Robert,user988@example.com,28/05/2023,Lille,basic,50,1,FR
C100660,Camille Dubois,user660@example.com,17/04/2023,Nantes,plus,73,0,FR
C100559,Hugo Petit,user559@example.com,2024/05/25,Toulouse,premium,37,1,FR
C100877,Emma Petit,user877@example.com,2024/03/23,Lille,basic,39,1,FR
C100619,Sarah Martin,user619@example.com,2023/03/25,Marseille,plus,57,1,FR
C100073,Camille Robert,user73@example.com,2023-03-19,Nantes,plus,53,1,FR
C100117,Jules Moreau,user117@example.com,2023/03/25,Toulouse,basic,33,1,FR
C101074,Alex Bernard,user1074@example.com,08/10/2023,Lyon,premium,61,0,FR
C100860,Nina Moreau,user860@example.com,2024-08-03,Strasbourg,premium,24,1,FR
C101098,Hugo Martin,user1098@example.com,25/01/2023,Lyon,basic,57,1,FR
C100005,Camille Moreau,user5@example.com,2024/05/30,Strasbourg,basic,64,1,FR
C101122,Inès Dubois,user1122@example.com,11/06/2023,Marseille,basic,57,1,FR
C100842,Nina Richard,user842@example.com,2024-06-29,Nantes,plus,59,1,FR
C100625,Hugo Robert,user625@example.com,2023-05-20,Strasbourg,basic,31,1,FR
C100486,Sarah Durand,user486@example.com,20/07/2023,Lille,basic,34,1,FR
C100330,Yanis Thomas,user330@example.com,2023-11-25,Paris,basic,36,1,FR
C100789,Nina Petit,user789@example.com,2023-01-08,Strasbourg,basic,70,1,FR
C100011,Inès Leroy,user11@example.com,2024/08/08,Bordeaux,plus,31,1,FR
C100474,Sarah Robert,user474@example.com,16/01/2024,Nantes,plus,55,1,FR
C100945,Inès Dubois,user945@example.com,2023/03/13,Lille,premium,17,1,FR
C101040,Sarah Durand,user1040@example.com,2024-02-28,Lyon,basic,65,1,FR
C100264,Hugo Moreau,user264@example.com,2024-08-16,Bordeaux,plus,48,0,FR
C101145,Nina Leroy,user1145@example.com,17/10/2023,Marseille,basic,24,0,FR
C100056,Noah Moreau,user56@example.com,2023/11/24,Lyon,plus,70,1,FR
C100936,Alex Richard,user936@example.com,2023-04-05,Toulouse,basic,35,0,FR
C101151,Camille Dubois,user1151@example.com,2023/10/30,Bordeaux,premium,68,1,FR
C100054,Noah Leroy,user54@example.com,2023-10-26,Nantes,basic,19,1,FR
C100478,Emma Thomas,user478@example.com,2024/02/03,Strasbourg,premium,40,1,FR
C100457,Hugo Moreau,user457@example.com,16/01/2024,Bordeaux,plus,34,1,FR
C100084,Léa Martin,user84@example.com,2024/01/13,Lille,premium,16,1,FR
C101191,Omar Thomas,user1191@example.com,16/06/2023,Lyon,plus,46,1,FR
C100432,Sarah Bernard,user432@example.com,2024/05/10,Paris,plus,35,1,FR
C100125,Noah Martin,user125@example.com,2023/12/06,Lyon,premium,21,0,FR
C100700,Alex Dubois,user700@example.com,2023-11-09,Toulouse,plus,76,1,FR
C100492,Yanis Bernard,user492@example.com,28/03/2024,Nantes,basic,37,1,FR
C100825,Sarah Richard,user825@example.com,2023-02-24,Lille,basic,60,1,FR
C100516,Nina Bernard,user516@example.com,2024/06/12,Nantes,basic,50,1,FR
C100151,Alex Moreau,user151@example.com,18/06/2023,Lille,plus,19,1,FR
C100846,Sarah Moreau,user846@example.com,2023/04/04,Lille,basic,72,1,FR
C101104,Camille Martin,user1104@example.com,03/07/2023,Strasbourg,basic,28,1,FR
C100137,Alex Leroy,user137@example.com,2023/01/19,Marseille,plus,53,0,FR
C100726,Hugo Petit,user726@example.com,2024/03/08,Marseille,basic,53,1,FR
C100172,Omar Dubois,user172@example.com,2024/04/07,Lille,basic,69,1,FR
C100482,Sarah Dubois,user482@example.com,2023/05/31,Paris,plus,68,1,FR
C100422,Sarah Robert,user422@example.com,04/04/2024,Strasbourg,plus,74,1,FR
C100931,Omar Martin,user931@example.com,2024-02-24,Strasbourg,plus,23,1,FR
C100223,Omar Thomas,user223@example.com,2023-05-02,Nantes,basic,42,1,FR
C100866,Alex Thomas,user866@example.com,2024/05/06,Nantes,basic,28,1,FR
C100177,Hugo Bernard,user177@example.com,2023/04/07,Bordeaux,premium,23,1,FR
C100629,Sarah Durand,user629@example.com,2023/08/08,Strasbourg,basic,71,0,FR
C100713,Alex Durand,user713@example.com,03/04/2024,Bordeaux,basic,71,1,FR
C100578,Omar Richard,user578@example.com,20/06/2024,Marseille,basic,47,1,FR
C100463,Hugo Martin,user463@example.com,09/09/2023,Toulouse,basic,47,0,FR
C100428,Inès Thomas,user428@example.com,2023-01-16,Lille,basic,21,1,FR
C100797,Inès Robert,user797@example.com,2023-10-03,Strasbourg,basic,59,1,FR
C100735,Nina Petit,user735@example.com,07/02/2024,Lyon,basic,59,1,FR
C100299,Nina Durand,user299@example.com,2023/01/13,Bordeaux,plus,34,0,FR
C100885,Jules Moreau,user885@example.com,16/03/2024,Nantes,basic,44,0,FR
C100833,Jules Robert,user833@example.com,2023/03/27,Nantes,basic,34,1,FR
C100050,Inès Durand,user50@example.com,2024/03/31,Lyon,basic,75,1,FR
C100841,Emma Moreau,user841@example.com,2024/01/29,Strasbourg,plus,34,1,FR
C100720,Jules Robert,user720@example.com,2023-03-25,Lille,basic,43,1,FR
C100752,Camille Moreau,user752@example.com,2023/02/21,Paris,plus,57,1,FR
C100032,Inès Bernard,user32@example.com,2023/02/25,Strasbourg,basic,40,0,FR
C100257,Emma Petit,user257@example.com,04/03/2023,Lille,basic,69,0,FR
C100238,Camille Robert,user238@example.com,2023/07/05,Marseille,premium,79,1,FR
C100419,Noah Leroy,user419@example.com,2023/10/31,Strasbourg,basic,38,1,FR
C100530,Inès Dubois,user530@example.com,2023/12/26,Bordeaux,premium,52,0,FR
C100862,Jules Martin,user862@example.com,14/03/2023,Lyon,basic,71,1,FR
C100646,Alex Robert,user646@example.com,2023-10-04,Lille,basic,58,1,FR
C100855,Léa Petit,user855@example.com,2024/05/24,Marseille,basic,30,0,FR
C100546,Omar Richard,user546@example.com,2023-09-15,Strasbourg,plus,47,1,FR
C100354,Emma Martin,user354@example.com,2024/08/04,Lille,basic,67,1,FR
C100904,Jules Dubois,user904@example.com,03/10/2023,Bordeaux,plus,35,1,FR
C100661,Alex Martin,user661@example.com,2024-03-16,Marseille,premium,16,1,FR
C100368,Hugo Petit,user368@example.com,14/01/2023,Strasbourg,basic,38,0,FR
C100686,Jules Moreau,user686@example.com,2023/09/02,Nantes,basic,29,0,FR
C100464,Hugo Bernard,user464@example.com,2023/01/04,Toulouse,premium,69,1,FR
C100531,Sarah Leroy,user531@example.com,2023-04-10,Strasbourg,basic,67,0,FR
C100649,Emma Robert,user649@example.com,24/05/2024,Lyon,plus,26,1,FR
C100809,Noah Martin,user809@example.com,21/08/2024,Nantes,plus,23,1,FR
C100759,Inès Petit,user759@example.com,2024-03-13,Lyon,plus,24,0,FR
C100303,Noah Durand,user303@example.com,2024/06/21,Marseille,basic,47,1,FR
C100736,Nina Robert,user736@example.com,14/03/2024,Marseille,basic,19,0,FR
C101081,Sarah Thomas,user1081@example.com,2024/08/16,Marseille,basic,79,0,FR
C100983,Jules Bernard,user983@example.com,2024/01/24,Nantes,basic,78,0,FR
C100612,Inès Petit,user612@example.com,2024/04/15,Nantes,plus,48,1,FR
C100946,Léa Moreau,user946@example.com,2024-08-07,Lyon,basic,43,0,FR
C100965,Camille Leroy,user965@example.com,19/12/2023,Strasbourg,basic,51,0,FR
C100541,Yanis Leroy,user541@example.com,2023/02/03,Nantes,basic,55,1,FR
C100923,Camille Leroy,user923@example.com,29/03/2023,Toulouse,basic,49,1,FR
C100536,Emma Dubois,user536@example.com,01/10/2023,Toulouse,premium,63,0,FR
C100525,Sarah Leroy,user525@example.com,06/07/2023,Bordeaux,basic,41,1,FR
C100160,Hugo Bernard,user160@example.com,2024-08-20,Paris,plus,40,1,FR
C100602,Yanis Robert,user602@example.com,19/03/2024,Lille,basic,59,1,FR
C100433,Inès Robert,user433@example.com,2023/03/20,Strasbourg,plus,28,0,FR
C100906,Jules Durand,user906@example.com,2023-09-04,Bordeaux,plus,42,1,FR
C101171,Noah Moreau,user1171@example.com,2024/01/14,Bordeaux,basic,31,1,FR
C100723,Omar Moreau,user723@example.com,13/03/2023,Lille,basic,74,1,FR
C100991,Sarah Martin,user991@example.com,26/11/2023,Lille,plus,21,1,FR
C100705,Yanis Durand,user705@example.com,05/12/2023,Lyon,basic,69,0,FR
C100785,Yanis Moreau,user785@example.com,2023/12/19,Bordeaux,premium,63,1,FR
C101055,Inès Dubois,user1055@example.com,2024/08/20,Nantes,basic,53,1,FR
C100107,Léa Thomas,user107@example.com,2024-02-03,Lyon,plus,66,1,FR
C100169,Nina Robert,user169@example.com,14/01/2023,Nantes,basic,68,1,FR
C100385,Omar Dubois,user385@example.com,15/03/2023,Marseille,premium,57,1,FR
C101025,Nina Petit,user1025@example.com,2023/02/03,Toulouse,basic,50,1,FR
C100281,Jules Martin,user281@example.com,2023/10/19,Paris,basic,48,0,FR
C100355,Alex Thomas,user355@example.com,18/08/2024,Lyon,plus,70,1,FR
C100233,Sarah Bernard,user233@example.com,2024-03-31,Toulouse,basic,25,0,FR
C100012,Omar Thomas,user12@example.com,17/03/2024,Lille,plus,49,1,FR
C100383,Emma Durand,user383@example.com,25/05/2023,Lille,basic,73,1,FR
C100250,Léa Thomas,user250@example.com,18/04/2023,Marseille,plus,43,1,FR
C100918,Omar Dubois,user918@example.com,2023-06-02,Toulouse,basic,16,1,FR
C100282,Alex Thomas,user282@example.com,2024/02/07,Marseille,plus,16,0,FR
C100487,Camille Durand,user487@example.com,15/11/2023,Lille,basic,71,1,FR
C100437,Jules Robert,user437@example.com,10/07/2024,Toulouse,premium,68,0,FR
C100268,Inès Petit,user268@example.com,03/01/2024,Bordeaux,plus,18,1,FR
C100875,Camille Richard,user875@example.com,30/10/2023,Lille,basic,33,1,FR
C100341,Camille Petit,user341@example.com,2023/06/24,Lyon,basic,17,1,FR
C100550,Hugo Moreau,user550@example.com,2024-04-26,Strasbourg,plus,30,1,FR
C100678,Léa Richard,user678@example.com,10/11/2023,Nantes,basic,21,0,FR
C101018,Nina Leroy,user1018@example.com,2023-01-25,Marseille,premium,41,0,FR
C101157,Omar Leroy,user1157@example.com,2024-05-25,Lyon,basic,61,0,FR
C100446,Jules Martin,user446@example.com,2023-07-08,Marseille,basic,53,1,FR
C100554,Nina Richard,user554@example.com,13/08/2024,Nantes,basic,66,0,FR
C100827,Jules Bernard,user827@example.com,2024/06/22,Strasbourg,basic,18,0,FR
C100870,Jules Richard,user870@example.com,2023/10/01,Lyon,premium,38,1,FR
C101020,Alex Dubois,user1020@example.com,2023-02-03,Strasbourg,basic,55,0,FR
C100509,Emma Bernard,user509@example.com,22/05/2023,Lyon,basic,44,0,FR
C100679,Alex Petit,user679@example.com,2024-07-15,Paris,plus,52,0,FR
C100857,Léa Martin,user857@example.com,04/02/2023,Nantes,basic,68,1,FR
C100924,Camille Robert,user924@example.com,2023/05/29,Nantes,basic,29,0,FR
C101148,Yanis Leroy,user1148@example.com,2024-02-18,Lyon,basic,75,1,FR
C100768,Jules Moreau,user768@example.com,25/03/2023,Bordeaux,basic,36,1,FR
C100363,Hugo Moreau,user363@example.com,2024/06/20,Strasbourg,premium,69,1,FR
C101149,Sarah Moreau,user1149@example.com,2024/05/26,Toulouse,basic,48,1,FR
C100780,Jules Dubois,user780@example.com,2024-06-10,Nantes,premium,50,0,FR
C100453,Hugo Robert,user453@example.com,2023/01/15,Toulouse,basic,51,0,FR
C100374,Camille Moreau,user374@example.com,2024/06/15,Lyon,basic,29,1,FR
C101141,Omar Richard,user1141@example.com,23/07/2023,Lille,basic,46,1,FR
C100631,Nina Dubois,user631@example.com,2023-07-16,Strasbourg,premium,30,1,FR
C100121,Camille Bernard,user121@example.com,06/02/2024,Marseille,basic,71,0,FR
C100053,Jules Thomas,user53@example.com,08/10/2023,Bordeaux,plus,20,1,FR
C100187,Alex Leroy,user187@example.com,17/08/2023,Marseille,basic,75,1,FR
C100573,Camille Durand,user573@example.com,30/01/2023,Lille,premium,31,1,FR
C100719,Jules Bernard,user719@example.com,26/12/2023,Toulouse,premium,49,1,FR
C100959,Sarah Petit,user959@example.com,2023-09-05,Marseille,basic,16,1,FR
C100286,Inès Petit,user286@example.com,07/04/2023,Lyon,premium,69,1,FR
C100016,Nina Robert,user16@example.com,2023-11-04,Toulouse,basic,71,1,FR
C101193,Hugo Durand,user1193@example.com,26/02/2024,Lyon,basic,57,1,FR
C101186,Alex Moreau,user1186@example.com,27/03/2023,Strasbourg,premium,74,0,FR
C101106,Omar Durand,user1106@example.com,2023/05/27,Marseille,basic,45,1,FR
C100577,Nina Leroy,user577@example.com,11/11/2023,Lyon,basic,32,0,FR
C101077,Jules Richard,user1077@example.com,10/04/2023,Paris,basic,31,1,FR
C100561,Alex Richard,user561@example.com,27/01/2023,Lille,basic,67,1,FR
C100818,Hugo Durand,user818@example.com,2024-02-04,Nantes,plus,73,1,FR
C100680,Sarah Thomas,user680@example.com,2024/03/10,Lille,basic,79,1,FR
C100941,Noah Durand,user941@example.com,2023/08/31,Strasbourg,basic,55,0,FR
C100293,Yanis Martin,user293@example.com,2023/07/18,Marseille,plus,78,1,FR
C100579,Emma Durand,user579@example.com,2023/03/03,Nantes,basic,48,0,FR
C100692,Alex Robert,user692@example.com,12/07/2024,Strasbourg,plus,27,0,FR
C100106,Alex Moreau,user106@example.com,13/04/2024,Marseille,plus,34,0,FR
C100647,Léa Bernard,user647@example.com,2023/11/18,Toulouse,plus,42,1,FR
C100023,Noah Durand,user23@example.com,2024/07/10,Nantes,plus,78,1,FR
C100069,Léa Martin,user69@example.com,2023/10/09,Paris,basic,60,1,FR
C101196,Léa Thomas,user1196@example.com,04/03/2024,Strasbourg,basic,70,0,FR
C101187,Noah Bernard,user1187@example.com,2023-12-26,Strasbourg,basic,51,0,FR
C101014,Alex Richard,user1014@example.com,2023-11-08,Paris,premium,53,1,FR
C100103,Yanis Bernard,user103@example.com,2023/01/05,Strasbourg,basic,62,1,FR
C101027,Hugo Dubois,user1027@example.com,2023/06/18,Strasbourg,basic,59,1,FR
C100778,Hugo Moreau,user778@example.com,12/06/2023,Paris,plus,45,1,FR
C100909,Yanis Moreau,user909@example.com,2023/02/25,Marseille,basic,64,1,FR
C101133,Nina Martin,user1133@example.com,02/04/2024,Bordeaux,basic,36,1,FR
C100074,Omar Dubois,user74@example.com,2024-02-16,Bordeaux,basic,28,1,FR
C100507,Nina Petit,user507@example.com,2023-05-29,Strasbourg,basic,63,1,FR
C101153,Nina Richard,user1153@example.com,2024/06/29,Lille,basic,57,1,FR
C100218,Noah Dubois,user218@example.com,2023/09/26,Bordeaux,premium,65,0,FR
C101065,Omar Moreau,user1065@example.com,2023-08-21,Paris,basic,52,1,FR
C101035,Inès Bernard,user1035@example.com,21/03/2024,Bordeaux,premium,70,1,FR
C100265,Sarah Petit,user265@example.com,2023/12/15,Paris,plus,60,0,FR
C100761,Hugo Leroy,user761@example.com,2023-11-28,Strasbourg,basic,23,0,FR
C100553,Léa Durand,user553@example.com,2023/07/10,Lille,plus,46,1,FR
C100434,Inès Richard,user434@example.com,2023-09-18,Lille,premium,40,0,FR
C100110,Noah Martin,user110@example.com,16/06/2023,Toulouse,basic,76,0,FR
C100729,Noah Thomas,user729@example.com,2024/01/30,Strasbourg,basic,20,1,FR
C100040,Léa Thomas,user40@example.com,10/04/2023,Toulouse,premium,64,1,FR
C100693,Jules Dubois,user693@example.com,2024-07-21,Nantes,basic,29,1,FR
C100276,Sarah Leroy,user276@example.com,2023-10-08,Lille,basic,37,1,FR
C100339,Hugo Moreau,user339@example.com,2024-07-25,Toulouse,basic,79,1,FR
C100961,Nina Thomas,user961@example.com,2023/09/03,Lyon,basic,26,0,FR
C100674,Inès Durand,user674@example.com,2024/01/09,Lille,premium,19,1,FR
