cust_id;fullName;email;signup_date;city;segment;age;mkt_opt_in
C100295;Camille Durand;user295@example.com;2023/11/09;Lille;plus;27;1
C101156;Hugo Leroy;user1156@example.com;14/03/2023;Lille;basic;29;1
C101040;Sarah Durand;user1040@example.com;2024-02-28;Lyon;basic;65;1
C100532;Alex Leroy;user532@example.com;2023-04-04;Nantes;plus;41;1
C101031;Hugo Dubois;user1031@example.com;14/04/2023;Paris;plus;25;1
C100326;Nina Robert;user326@example.com;22/05/2023;Marseille;basic;31;1
C101165;Hugo Richard;user1165@example.com;04/03/2023;Paris;plus;22;0
C100120;Omar Thomas;user120@example.com;21/09/2023;Paris;basic;78;0
C100765;Sarah Robert;user765@example.com;13/04/2024;Nantes;basic;56;1
C100388;Hugo Leroy;user388@example.com;19/06/2024;Bordeaux;basic;68;1
C100219;Inès Dubois;user219@example.com;25/06/2024;Lille;premium;57;0
C100825;Sarah Richard;user825@example.com;2023-02-24;Lille;basic;60;1
C100436;Alex Leroy;user436@example.com;2023-12-07;Lyon;basic;51;0
C100192;Jules Robert;user192@example.com;2023/12/31;Strasbourg;basic;79;1
C101148;Yanis Leroy;user1148@example.com;2024-02-18;Lyon;basic;75;1
C100290;Camille Petit;user290@example.com;2024-04-29;Marseille;basic;72;1
C100180;Sarah Dubois;user180@example.com;2024-07-16;Strasbourg;basic;73;1
C100417;Léa Leroy;user417@example.com;2023-03-15;Toulouse;plus;58;1
C100185;Noah Robert;user185@example.com;25/09/2023;Lyon;basic;19;0
C101146;Sarah Bernard;user1146@example.com;15/11/2023;Marseille;premium;32;0
C100452;Jules Dubois;user452@example.com;2023-10-27;Paris;basic;unknown;0
C100204;Léa Martin;user204@example.com;2023/10/02;Lyon;basic;65;1
C100977;Jules Martin;user977@example.com;2023/12/10;Lille;plus;22;0
C100801;Alex Durand;user801@example.com;2023/07/01;Paris;basic;79;0
C100074;Omar Dubois;user74@example.com;2024-02-16;Bordeaux;basic;28;1
C100911;Inès Leroy;user911@example.com;2023-04-21;Nantes;basic;76;1
C100471;Yanis Moreau;user471@example.com;2024-04-27;Toulouse;plus;43;1
C101149;Sarah Moreau;user1149@example.com;2024/05/26;Toulouse;basic;48;1
C100002;Inès Thomas;user2@example.com;28/01/2024;Strasbourg;plus;30;0
C100267;Sarah Robert;user267@example.com;2023-07-28;Lille;basic;17;1
C100084;Léa Martin;user84@example.com;2024/01/13;Lille;premium;16;1
C100663;Camille Bernard;user663@example.com;02/05/2023;Marseille;basic;35;1
C100965;Camille Leroy;user965@example.com;19/12/2023;Strasbourg;basic;51;0
C100573;Camille Durand;user573@example.com;30/01/2023;Lille;premium;31;1
C100757;Nina Bernard;user757@example.com;18/08/2023;Toulouse;basic;32;0
C100453;Hugo Robert;user453@example.com;2023/01/15;Toulouse;basic;51;0
C100142;Omar Martin;user142@example.com;2023/06/15;Paris;basic;69;1
C100658;Noah Robert;user658@example.com;2023/02/13;Toulouse;basic;49;1
C100920;Jules Robert;user920@example.com;2024-06-07;Bordeaux;basic;78;0
C100156;Léa Leroy;user156@example.com;17/03/2023;Marseille;basic;26;0
C100209;Léa Dubois;user209@example.com;2024/04/12;Marseille;plus;33;0
C100968;Alex Petit;user968@example.com;2024/07/06;Strasbourg;basic;46;1
C100944;Alex Robert;user944@example.com;2023-03-19;Marseille;basic;17;0
C101090;Emma Moreau;user1090@example.com;2023/10/29;Lille;premium;63;0
C100962;Hugo Petit;user962@example.com;19/05/2024;Lille;basic;28;1
C100179;Inès Leroy;user179@example.com;2023/10/28;Toulouse;basic;54;1
C100716;Yanis Durand;user716@example.com;2023/11/07;Marseille;plus;49;1
C100134;Yanis Thomas;user134@example.com;2024-04-21;Toulouse;premium;40;1
C100001;Alex Robert;user1@example.com;2024-04-09;Lille;plus;54;1
C100312;Léa Bernard;user312@example.com;13/03/2023;Nantes;plus;79;1
C100109;Alex Bernard;user109@example.com;28/02/2024;Bordeaux;premium;55;1
C100160;Hugo Bernard;user160@example.com;2024-08-20;Paris;plus;40;1
C100641;Camille Durand;user641@example.com;03/07/2024;Paris;plus;48;0
C100544;Léa Dubois;user544@example.com;13/05/2024;Lyon;plus;34;0
C100376;Léa Petit;user376@example.com;17/03/2024;Toulouse;plus;28;0
C100205;Camille Bernard;user205@example.com;2023/06/09;Lyon;basic;76;1
